gene,Relative.Growth.Rate,phenotype,lower,upper,variance,timesAnalysed
PBANKA_141130,0.142554153,Essential,-0.027496847,0.312605152,0.007229336,2
PBANKA_141180,0.068237216,Essential,-0.106925112,0.243399543,0.00767046,2
PBANKA_141200,0.065378232,Essential,-0.010596895,0.14135336,0.001443055,3
PBANKA_141230,1.035609245,Dispensable,0.928131733,1.143086757,0.002887854,1
PBANKA_141240,0.012597956,Essential,-0.024204336,0.049400248,0.000338602,2
PBANKA_141250,0.130824581,Essential,-0.046971859,0.308621021,0.007902894,2
PBANKA_141300,0.948983584,Dispensable,0.888114527,1.00985264,0.000926261,1
PBANKA_141310,0.034110165,Essential,0.002973495,0.065246835,0.000242373,2
PBANKA_141330,1.023487972,Dispensable,0.917048444,1.1299275,0.002832343,1
PBANKA_141340,0.038694882,Essential,-0.040306456,0.11769622,0.001560303,2
PBANKA_141350,0.027141,Essential,-0.029642232,0.083924231,0.000806084,2
PBANKA_141360,1.02063782,Dispensable,0.95231868,1.088956961,0.001166876,1
PBANKA_141380,0.119926553,Essential,-0.034751416,0.274604522,0.005981319,3
PBANKA_141440,0.805586185,Slow,0.662544735,0.948627635,0.005115214,2
PBANKA_141450,0.979456156,Dispensable,0.942097081,1.016815231,0.000348925,4
PBANKA_141460,0.986456659,Dispensable,0.895797229,1.07711609,0.002054783,1
PBANKA_141470,0.961824958,Dispensable,0.915097028,1.008552889,0.000545875,1
PBANKA_141510,0.197051955,Essential,-0.068244937,0.462348847,0.01759561,2
PBANKA_141530,0.113297086,Essential,-0.077171311,0.303765483,0.009069553,2
PBANKA_141540,0.149887361,Essential,0.020666914,0.279107808,0.004174481,2
PBANKA_141560,0.1,Essential,NA,NA,Inf,1
PBANKA_141580,0.054059085,Essential,-0.057170473,0.165288643,0.003093004,1
PBANKA_141590,0.851868091,Dispensable,0.68859013,1.015146052,0.006664923,1
PBANKA_141610,0.094913371,Essential,0.026309744,0.163516998,0.001176614,1
PBANKA_141620,0.1,Essential,-0.063956267,1.293160339,0.115110343,1
PBANKA_141640,0.228225574,Slow,0.107028659,0.349422489,0.003672173,2
PBANKA_141660,0.102962947,Essential,-0.141224471,0.347150364,0.014906874,1
PBANKA_141700,1.098296522,Dispensable,0.906190763,1.290402282,0.009226156,1
PBANKA_141730,0.099853781,Essential,-0.057668194,0.257375756,0.006203293,2
PBANKA_141770,0.866438134,Dispensable,0.661504913,1.071371355,0.010499406,1
PBANKA_141780,0.553147715,Slow,0.25082765,0.855467781,0.022849356,2
PBANKA_141790,0.06525819,Essential,-0.00365529,0.134171671,0.001187267,2
PBANKA_141800,0.12954831,Essential,0.026211169,0.232885452,0.002669641,2
PBANKA_141810,0.993136351,Dispensable,0.816850352,1.169422351,0.007769188,2
PBANKA_141840,0.071080544,Essential,-0.139873306,0.282034393,0.011125382,2
PBANKA_141850,1.052387544,Dispensable,0.902848748,1.201926339,0.005590463,1
PBANKA_141860,1.029289887,Dispensable,0.880135521,1.178444253,0.005561756,1
PBANKA_141910,0.998884739,Dispensable,0.891448627,1.106320851,0.00288563,2
PBANKA_141930,0.847337288,Dispensable,0.635281425,1.059393151,0.011241922,1
PBANKA_141970,0.192325758,Essential,0.032725625,0.351925892,0.006368051,2
PBANKA_141980,0.073091803,Essential,-0.094031924,0.240215531,0.006982585,4
PBANKA_142000,0.156590307,Essential,-0.013135114,0.326315728,0.00720168,2
PBANKA_142020,0.087678953,Essential,0.024144779,0.151213127,0.001009148,2
PBANKA_142030,0.1,Essential,NA,NA,Inf,2
PBANKA_142040,0.865755014,Slow,0.808961066,0.922548962,0.000806388,2
PBANKA_142050,0.091303809,Essential,-0.018485572,0.201093189,0.003013427,2
PBANKA_142060,0.1,Essential,-0.470159491,1.054938748,0.14537029,2
PBANKA_142080,0.164510934,Essential,0.062245563,0.266776305,0.002614552,2
PBANKA_142090,0.332753632,Essential,-0.064810755,0.730318019,0.03951436,2
PBANKA_142110,0.125858438,Essential,0.047546524,0.204170351,0.001533189,3
PBANKA_142120,0.231704608,Slow,0.153349925,0.310059291,0.001534864,2
PBANKA_142150,0.918631157,Dispensable,0.782869426,1.054392887,0.004607812,1
PBANKA_142160,0.997145498,Dispensable,0.952391232,1.041899763,0.000500736,4
PBANKA_142190,0.178138461,Essential,0.010831089,0.345445834,0.006997939,2
PBANKA_142210,0.894934043,Dispensable,0.754729395,1.035138692,0.004914336,2
PBANKA_142220,0.979565543,Dispensable,0.902095216,1.05703587,0.001500413,2
PBANKA_142240,0.108426545,Essential,-0.604945966,0.821799056,0.127225085,2
PBANKA_142250,0.062545979,Essential,0.026707855,0.098384103,0.000321093,1
PBANKA_142270,0.822953343,Slow,0.708108214,0.937798472,0.003297351,1
PBANKA_142280,1.023980014,Dispensable,0.933405198,1.11455483,0.002050949,1
PBANKA_142310,0.92403423,Slow,0.87147234,0.976596121,0.000690688,2
PBANKA_142320,NA,Insufficient data,NA,NA,Inf,1
PBANKA_142340,0.12437745,Essential,-0.021898318,0.270653217,0.00534915,2
PBANKA_142360,0.049487563,Essential,-0.024938019,0.123913145,0.001384792,2
PBANKA_142370,1.009368656,Dispensable,0.891547086,1.127190226,0.003470481,1
PBANKA_142380,0.068535224,Essential,-0.001920047,0.138990494,0.001240986,3
PBANKA_142420,0.175488725,Essential,-0.014322837,0.365300287,0.009007107,2
PBANKA_142510,0.371397127,Essential,-0.013623256,0.756417509,0.037060174,2
PBANKA_142520,0.921875585,Dispensable,0.738040121,1.105711049,0.008448869,1
PBANKA_142530,0.99739977,Dispensable,0.93147388,1.063325659,0.001086556,1
PBANKA_142540,0.95744623,Dispensable,0.559120985,1.355771475,0.03966575,2
PBANKA_142570,0.099197885,Essential,0.049972559,0.148423211,0.000605783,2
PBANKA_142580,0.97112803,Dispensable,0.765329837,1.176926222,0.010588224,2
PBANKA_142590,0.332633542,Slow,0.212163695,0.45310339,0.003628246,2
PBANKA_142600,0.844304892,Slow,0.739444248,0.949165536,0.002748939,2
PBANKA_142610,1.007665178,Dispensable,0.892280526,1.123049831,0.003328404,2
PBANKA_142620,0.332388861,Essential,-0.003702939,0.668480662,0.028239425,2
PBANKA_142630,0.132528195,Essential,-0.099582886,0.364639276,0.013468888,2
PBANKA_142640,0.33887744,Slow,0.297220578,0.380534301,0.000433824,3
PBANKA_142650,0.314089061,Essential,0.031276997,0.596901125,0.019995666,3
PBANKA_142670,0.1,Essential,0.063537905,1.109936151,0.068434331,2
PBANKA_142680,0.033594289,Essential,-0.055896485,0.123085064,0.00200215,1
PBANKA_142690,0.717237492,Slow,0.556916013,0.877558971,0.006425744,2
PBANKA_142700,1.017850127,Dispensable,0.888403664,1.14729659,0.004189097,1
PBANKA_142710,1.012398465,Dispensable,0.879621911,1.14517502,0.004407403,1
PBANKA_142720,1.110735761,Dispensable,0.940551894,1.280919627,0.007240637,2
PBANKA_142750,0.966977733,Dispensable,0.889906649,1.044048816,0.001484988,1
PBANKA_142780,0.251098654,Essential,0.008291528,0.493905779,0.014738825,2
PBANKA_142790,0.181614445,Slow,0.103978818,0.259250072,0.001506823,2
PBANKA_142810,0.970329402,Dispensable,0.879656104,1.0610027,0.002055412,1
PBANKA_142840,0.234456139,Slow,0.110214447,0.358697831,0.003859,2
PBANKA_142850,0.102993031,Essential,0.014502077,0.191483984,0.001957662,1
PBANKA_142880,0.969315893,Dispensable,0.891649483,1.046982303,0.001508018,1
PBANKA_142890,0.653497891,Slow,0.542386421,0.764609362,0.00308644,2
PBANKA_142920,1.032340208,Dispensable,0.885082526,1.179597889,0.005421206,1
PBANKA_142930,0.92528357,Dispensable,0.755795853,1.094771287,0.007181522,2
PBANKA_142960,0.142103265,Essential,-0.027831314,0.312037845,0.00721944,2
PBANKA_142970,0.135257678,Essential,-0.108266448,0.378781804,0.014826,2
PBANKA_142990,0.1,Essential,-0.154001892,1.456770813,0.162161794,2
PBANKA_143030,0.928596051,Dispensable,0.799783682,1.05740842,0.004148157,1
PBANKA_143040,0.134129472,Essential,-0.149124379,0.417383324,0.020058186,2
PBANKA_143060,1.001581475,Dispensable,0.84145596,1.161706989,0.006410045,1
PBANKA_143070,0.078092943,Essential,0.023862494,0.132323392,0.000735235,2
PBANKA_143080,0.965327574,Dispensable,0.841123307,1.08953184,0.003856675,1
PBANKA_143090,0.913691804,Dispensable,0.810555239,1.016828369,0.002659288,1
PBANKA_143100,0.120101336,Essential,0.061731735,0.178470937,0.000851753,2
PBANKA_143110,0.171367143,Essential,0.011543979,0.331190308,0.006385861,2
PBANKA_143120,1.050398617,Dispensable,0.861410367,1.239386867,0.00892914,1
PBANKA_143140,1.034409024,Dispensable,0.902288034,1.166530014,0.004363989,1
PBANKA_143150,0.87842846,Dispensable,0.748440558,1.008416361,0.004224214,1
PBANKA_143160,0.844041745,Dispensable,0.691159203,0.996924286,0.005843268,1
PBANKA_143170,0.251108532,Essential,-0.410889684,0.913106749,0.10956041,2
PBANKA_143190,0.850655762,Dispensable,0.444723869,1.256587655,0.041195176,1
PBANKA_143200,0.02616936,Essential,-0.020682864,0.073021584,0.000548783,2
PBANKA_143250,0.111683502,Essential,0.058226112,0.165140892,0.000714423,2
PBANKA_143270,0.994482747,Dispensable,0.833362153,1.155603342,0.006489962,1
PBANKA_143280,0.060713433,Essential,0.006780007,0.11464686,0.000727204,1
PBANKA_143290,0.065855472,Essential,0.019821346,0.111889598,0.000529785,2
PBANKA_143310,0.136224997,Essential,0.05055071,0.221899285,0.001835021,2
PBANKA_143320,0.926575925,Dispensable,0.812790676,1.040361175,0.003236771,1
PBANKA_143330,0.100974915,Essential,-0.042409255,0.244359085,0.005139755,2
PBANKA_143350,0.907122544,Slow,0.832926922,0.981318165,0.001376248,2
PBANKA_143360,0.120523155,Essential,0.002522994,0.238523315,0.003481009,3
PBANKA_143380,0.146752029,Essential,-0.048484341,0.341988398,0.00952931,2
PBANKA_143400,0.916854493,Dispensable,0.814989306,1.018719679,0.002594129,1
PBANKA_143420,0.1,Essential,NA,NA,Inf,3
PBANKA_143430,1.031533204,Dispensable,0.870404197,1.192662211,0.006490639,1
PBANKA_143440,1.031153307,Dispensable,0.903709261,1.158597354,0.004060496,1
PBANKA_143470,0.177375389,Essential,-0.287860329,0.642611108,0.054111068,2
PBANKA_143480,0.1,Essential,-0.178239334,1.48642308,0.173193809,2
PBANKA_143500,1.006828165,Dispensable,0.867804708,1.145851622,0.00483188,1
PBANKA_143520,0.911802307,Dispensable,0.723667684,1.099936931,0.008848659,1
PBANKA_143530,0.061987102,Essential,-0.186584248,0.310558453,0.015446929,2
PBANKA_143540,0.78945878,Dispensable,0.544547713,1.034369847,0.014995358,2
PBANKA_143560,0.048313787,Essential,0.012085166,0.084542409,0.000328128,2
PBANKA_143590,1.027239367,Dispensable,0.883027176,1.171451557,0.005199289,1
PBANKA_143610,0.324298002,Slow,0.135295952,0.513300051,0.008930444,2
PBANKA_143620,0.849030364,Slow,0.726594182,0.971466545,0.003747655,3
PBANKA_143630,1.060844233,Dispensable,0.951271138,1.170417328,0.003001566,1
PBANKA_143660,1.000412973,Dispensable,0.747643919,1.253182027,0.015973049,2
PBANKA_143670,0.049011616,Essential,0.00368549,0.094337743,0.000513614,1
PBANKA_143680,0.1,Essential,NA,NA,Inf,2
PBANKA_143690,0.181704376,Slow,0.103275699,0.260133052,0.001537764,2
PBANKA_143700,0.015936246,Essential,-0.034013214,0.065885707,0.000623737,2
PBANKA_143730,0.07255484,Essential,-0.000145964,0.145255643,0.001321352,3
PBANKA_143750,1.246830668,Fast,1.152592231,1.341069105,0.002220221,2
PBANKA_143780,0.428280903,Slow,0.302568912,0.553992894,0.003950876,2
PBANKA_143830,0.377802291,Slow,0.089512719,0.666091864,0.020777719,2
PBANKA_143860,0.995248305,Dispensable,0.942010264,1.048486346,0.000708572,1
PBANKA_143870,0.988588955,Dispensable,0.898839514,1.078338396,0.002013741,1
PBANKA_143880,0.087402851,Essential,0.046863741,0.127941961,0.000410855,2
PBANKA_143890,0.934796864,Dispensable,0.709104204,1.160489525,0.012734294,2
PBANKA_143910,0.914953698,Dispensable,0.78843291,1.041474487,0.004001878,1
PBANKA_143920,0.062329552,Essential,-0.060293997,0.184953101,0.003759134,3
PBANKA_143950,0.058983513,Essential,0.007191829,0.110775197,0.000670595,2
PBANKA_143990,0.028574677,Essential,-0.009270563,0.066419917,0.000358066,1
PBANKA_144000,0.531420498,Slow,0.111724735,0.951116261,0.044036133,3
PBANKA_144010,0.087335632,Essential,-0.061284591,0.235955856,0.005521993,2
PBANKA_144040,0.376356641,Slow,0.085856515,0.666856767,0.021097581,3
PBANKA_144060,0.218162804,Essential,-0.302870389,0.739195998,0.067868897,2
PBANKA_144070,0.991408554,Dispensable,0.529452678,1.45336443,0.053350808,3
PBANKA_144100,1.033963026,Dispensable,0.939132344,1.128793708,0.002248215,1
PBANKA_144110,0.919067837,Dispensable,0.735185832,1.102949843,0.008453148,1
PBANKA_144140,0.866645183,Dispensable,0.728511063,1.004779303,0.004770259,1
PBANKA_144150,0.087290332,Essential,-0.196058389,0.370639053,0.020071624,2
PBANKA_144160,0.803278774,Dispensable,0.499693865,1.106863682,0.023040949,3
PBANKA_144170,0.952884681,Dispensable,0.835574457,1.070194906,0.003440422,1
PBANKA_144190,0.258047626,Essential,-0.016381927,0.532477179,0.018827895,2
PBANKA_144200,0.896223806,Dispensable,0.693699918,1.098747693,0.010253981,2
PBANKA_144210,0.094816635,Essential,0.020055272,0.169577997,0.001397315,2
PBANKA_144220,0.479827735,Slow,0.14432821,0.81532726,0.028139983,2
PBANKA_144240,0.913007021,Dispensable,0.729724284,1.096289759,0.00839814,1
PBANKA_144250,0.1,Essential,NA,NA,Inf,3
PBANKA_144260,0.104804778,Essential,0.009171434,0.200438121,0.002286434,2
PBANKA_144280,1.031547651,Dispensable,0.879009549,1.184085752,0.005816968,1
PBANKA_144290,0.072722911,Essential,0.02640225,0.119043572,0.000536401,3
PBANKA_144300,0.114351935,Essential,-0.031793156,0.260497027,0.005339597,3
PBANKA_144310,0.12440222,Essential,-0.209523743,0.458328184,0.027876637,2
PBANKA_144320,0.019227866,Essential,-0.034590783,0.073046515,0.000724112,2
PBANKA_144330,0.112899983,Essential,-0.00665437,0.232454336,0.003573311,2
PBANKA_144340,0.067088301,Essential,0.016746752,0.117429851,0.000633568,1
PBANKA_144360,0.013864671,Essential,-0.584083259,0.611812601,0.089385432,2
PBANKA_144370,0.1,Essential,NA,NA,Inf,2
PBANKA_144380,0.641272717,Slow,0.43973762,0.842807814,0.010154099,3
PBANKA_144400,0.999444055,Dispensable,0.917735472,1.081152639,0.001669073,1
PBANKA_144410,0.144799374,Essential,-0.054230517,0.343829265,0.009903224,3
PBANKA_144460,0.643180603,Slow,0.31432198,0.972039226,0.027036998,2
PBANKA_144470,0.1,Essential,NA,NA,Inf,1
PBANKA_144480,0.963819151,Dispensable,0.801922742,1.12571556,0.006552612,2
PBANKA_144490,0.993020868,Dispensable,0.904874314,1.081167422,0.001942454,1
PBANKA_144520,0.293735349,Essential,0.033884922,0.553585775,0.016880561,2
PBANKA_144530,0.1,Essential,-0.045286615,1.080095178,0.079155261,2
PBANKA_144540,0.151760013,Essential,0.00448249,0.299037536,0.005422667,2
PBANKA_144560,0.292480393,Slow,0.118683028,0.466277757,0.007551381,6
PBANKA_144570,0.853020299,Dispensable,0.467338869,1.238701729,0.037187541,1
PBANKA_144580,0.213885187,Essential,-0.361201307,0.788971681,0.082681119,2
PBANKA_144590,1.015774549,Dispensable,0.888766433,1.142782664,0.004032765,1
PBANKA_144600,0.904783158,Dispensable,0.722839851,1.086726465,0.008275842,2
PBANKA_144610,0.176341026,Essential,0.016215091,0.336466961,0.006410079,2
PBANKA_144630,0.071223012,Essential,-0.073895127,0.216341151,0.005264819,2
PBANKA_144650,0.052716093,Essential,0.005316873,0.100115314,0.000561672,1
PBANKA_144680,0.021385246,Essential,-0.158323617,0.201094109,0.008073819,3
PBANKA_144690,0.827695836,Slow,0.752188217,0.903203455,0.00142535,2
PBANKA_144710,0.424265824,Slow,0.286129141,0.562402508,0.004770436,2
PBANKA_144720,0.782431932,Dispensable,0.555340226,1.009523638,0.012892661,2
PBANKA_144740,0.046925568,Essential,-0.026236507,0.120087644,0.001338172,2
PBANKA_144760,0.144652882,Essential,0.036623298,0.252682466,0.002917598,3
PBANKA_144770,0.048778962,Essential,-0.041433704,0.138991629,0.002034581,2
PBANKA_144780,0.076967247,Essential,-0.020575935,0.17451043,0.002378668,2
PBANKA_144790,0.883600371,Slow,0.795950371,0.971250371,0.001920631,2
PBANKA_144800,0.1,Essential,NA,NA,Inf,2
PBANKA_144820,0.760856564,Slow,0.567520626,0.954192501,0.009344696,2
PBANKA_144830,0.956691269,Dispensable,0.575888694,1.337493845,0.03625265,1
PBANKA_144850,0.22327468,Essential,-0.197151546,0.643700906,0.044189553,2
PBANKA_144890,0.1,Essential,NA,NA,Inf,2
PBANKA_144900,0.987663914,Dispensable,0.827864347,1.14746348,0.006383975,1
PBANKA_144940,0.093694672,Essential,-0.089275612,0.276664955,0.008369531,2
PBANKA_144960,0.760806133,Dispensable,0.359741598,1.161870668,0.04021319,1
PBANKA_144980,0.964434796,Dispensable,0.842479158,1.086390433,0.003718294,1
PBANKA_145000,0.912359213,Dispensable,0.811684004,1.013034421,0.002533874,1
PBANKA_145010,0.028299306,Essential,-0.060783378,0.11738199,0.001983931,2
PBANKA_145030,0.77874981,Slow,0.600382385,0.957117235,0.007953735,1
PBANKA_145050,0.012871981,Essential,-0.032270341,0.058014303,0.000509457,3
PBANKA_145060,0.05003724,Essential,-0.017234105,0.117308585,0.001131358,2
PBANKA_145070,0.437748539,Slow,0.359984375,0.515512702,0.001511816,2
PBANKA_145080,0.596205844,Dispensable,0.179885733,1.012525956,0.043330609,1
PBANKA_145120,1.066009377,Fast,1.010663844,1.12135491,0.000765782,1
PBANKA_145160,0.037563231,Essential,-0.011122554,0.086249016,0.000592576,1
PBANKA_145170,0.067874278,Essential,-0.023095882,0.158844439,0.002068893,2
PBANKA_145180,0.871939026,Dispensable,0.67868866,1.065189393,0.009336426,2
PBANKA_145190,0.834876406,Dispensable,0.567005562,1.102747249,0.017938697,2
PBANKA_145280,0.1,Essential,NA,NA,Inf,2
PBANKA_145330,0.410229239,Slow,0.117051037,0.703407441,0.021488365,2
PBANKA_145400,0.132043656,Essential,-0.180835853,0.444923165,0.024473397,2
PBANKA_145420,0.1,Essential,NA,NA,Inf,2
PBANKA_145430,0.043883751,Essential,-0.238289296,0.326056797,0.019905407,2
PBANKA_145440,0.103676651,Essential,0.020190239,0.187163062,0.001742495,2
PBANKA_145500,0.082970897,Essential,0.015153951,0.150787843,0.001149785,2
PBANKA_145510,0.788322167,Dispensable,0.31211938,1.264524953,0.056692273,2
PBANKA_145520,0.176671529,Essential,-0.040028824,0.393371882,0.011739761,2
PBANKA_145540,0.951535261,Dispensable,0.852987632,1.05008289,0.002427909,1
PBANKA_145600,0.036009786,Essential,-0.065306204,0.137325777,0.002566232,3
PBANKA_145640,0.138568269,Essential,-0.203437798,0.480574337,0.029242038,2
PBANKA_145690,0.069480546,Essential,0.036077802,0.10288329,0.000278936,2
PBANKA_145700,1.019064156,Dispensable,0.940892459,1.097235854,0.001527704,2
PBANKA_145730,0.057356654,Essential,0.018255657,0.096457651,0.000382222,3
PBANKA_145750,0.200341957,Essential,-0.036376617,0.437060532,0.014008921,2
PBANKA_145770,1.061091833,Dispensable,0.900205225,1.221978441,0.006471125,1
PBANKA_145800,0.501576789,Slow,0.433461623,0.569691955,0.001159919,2
PBANKA_145830,0.113990258,Essential,0.049412587,0.178567929,0.001042569,2
PBANKA_145860,0.176863756,Essential,0.0950471,0.258680411,0.001673491,2
PBANKA_145870,0.772576356,Slow,0.565267861,0.979884851,0.010744203,2
PBANKA_145880,0.072113282,Essential,-0.099019775,0.24324634,0.007321631,1
PBANKA_145910,0.999464984,Dispensable,0.895499328,1.10343064,0.002702214,2
PBANKA_145920,0.971948243,Dispensable,0.856229527,1.08766696,0.003347705,1
PBANKA_145930,0.166927294,Essential,0.01225985,0.321594737,0.005980505,2
PBANKA_145950,0.078469376,Essential,-0.058669373,0.215608124,0.004701759,3
PBANKA_145960,0.060449659,Essential,-0.001704103,0.12260342,0.000965773,2
PBANKA_145970,0.039728259,Essential,-0.177210834,0.256667352,0.011765643,2
PBANKA_145980,0.902949842,Dispensable,0.782717795,1.023181889,0.003613936,1
PBANKA_145990,0.058768705,Essential,0.030414572,0.087122837,0.000200989,2
PBANKA_146030,0.268578398,Essential,0.04074948,0.496407316,0.012976504,2
PBANKA_146050,0.869350449,Slow,0.799418642,0.939282256,0.001222614,5
